Date,Track,Race,Class,Distance,Surface,Price,Horse,Lifetime Starts,Wins,Place,Show,Avg. B. Ranking,Avg. B. Delta,Last B. Ranking,Last B. Delta,Max B. Ranking,Max B. Delta,Jockey Ranking,Jockey,Early Ranking,Early,Trainer Ranking,Trainer,Work Ranking,Works,Year Earnings Rankings,Year Earnings,Form,Super Gain,Class Change,Dist Change,Won Last,Last Finish,Last Finish Distance,Had Bullet,Fluke,Tom Dist,Tom Turf,Tom Mud,Layoff
2020/08/29,DMR,6,MSW,6.0,D,4.20,Vittorio,1,0,0,0,2,-8,2,-8,2,-8,3,0.18,2,0.0,1,0.24,4,-0.36,2,1100.0,False,False,0,1,False,5,8.35,True,False,419,339,441,28
2020/08/29,DMR,8,AOC,5.5,D,5.00,Microrithms,7,4,1,1,1,0,2,-7,2,-1,5,0.15,1,1.0,1,0.29,2,-0.16,1,34200.0,False,False,0,0,True,1,0.25,False,False,379,273,390,27
2020/08/29,DMR,9,AOC,8.5,T,17.40,Gregorian Chant (GB),9,2,0,1,9,-4,3,-3,8,-6,1,0.26,1,0.875,7,0.14,1,-0.07,9,2725.0,True,False,0,1,False,3,1.05,True,False,158,262,280,33
2020/08/29,DMR,10,GStk,7.0,D,4.20,C Z Rocket,20,7,1,2,6,-11,1,3,4,-8,2,0.25,3,0.75,2,0.22,8,-0.58,6,16983.5,False,False,1,1,True,1,0.75,False,False,392,325,438,48
2020/08/29,DMR,11,CLM,5.0,T,9.00,Facts Matter,21,7,2,2,3,-4,2,-2,4,-9,7,0.12,3,0.875,7,0.14,5,-0.51,2,7760.0,False,False,-1,-1,False,4,4.25,False,False,354,308,351,27
2020/08/30,DMR,1,MCL,5.5,D,3.00,Rantanen,4,0,1,1,1,6,1,8,2,-3,2,0.25,1,0.75,4,0.12,1,-0.33,1,5125.0,False,False,-1,0,False,5,5.00,True,False,357,282,345,28
2020/08/30,DMR,2,CLM,8.0,D,20.40,Perfect Ice Storm,11,2,0,1,5,-12,3,-10,5,-16,3,0.19,5,0.375,4,0.13,2,-0.34,5,3816.0,False,False,0,0,False,4,9.50,False,False,333,306,323,16
2020/08/30,DMR,3,MSW,6.0,D,12.80,Varda,0,,,,4,,4,,4,,4,0.15,,,1,0.3,6,-0.40,4,,,,,,,,,False,,405,324,428,
2020/08/30,DMR,4,AN2L,5.0,T,8.80,Miss Fraulein,4,1,2,1,6,-10,4,-6,6,-12,4,0.14,3,0.75,1,0.23,6,-0.47,2,8200.0,False,True,0,-1,False,2,4.25,False,False,377,249,326,21
2020/08/30,DMR,5,MCL,5.5,D,3.20,Colt Fiction,2,0,0,2,1,6,1,4,1,7,4,0.13,1,1.0,5,0.13,10,-0.95,1,3000.0,False,False,0,-1,False,3,0.75,False,False,378,281,400,23
2020/08/30,DMR,6,OClN,8.0,T,14.60,Rip City,5,1,0,0,3,-11,1,2,2,-1,5,0.10,5,0.6,5,0.11,2,-0.23,1,21600.0,True,True,1,0,True,1,10.25,False,False,339,361,386,242
2020/08/30,DMR,7,ClmN,6.0,D,15.00,Natural History,7,1,0,1,6,-11,3,-12,4,-9,5,0.15,6,0.2857142857142857,6,0.1,7,-0.64,2,5325.0,False,False,0,-1,False,4,2.80,False,False,368,240,288,9
2020/08/30,DMR,8,MCL,6.0,D,64.40,Hoop Dream,5,0,0,1,4,-13,6,-20,6,-10,1,0.26,7,0.6,2,0.18,6,-0.60,4,1812.0,False,False,0,0,False,6,12.50,False,False,321,259,315,23
2020/08/30,DMR,9,AOC,5.0,T,38.00,Tilted Towers,3,1,0,0,8,-18,7,-14,9,-18,5,0.14,8,0.6666666666666666,6,0.14,7,-0.38,2,17000.0,True,False,1,0,True,1,1.50,False,False,366,257,327,15
2020/08/30,DMR,10,STK,6.0,D,6.80,Governor Goteven,2,2,0,0,2,-2,1,3,1,3,6,0.13,1,1.0,5,0.11,4,-0.45,1,43500.0,False,False,0,1,True,1,3.50,False,False,290,215,371,29
2020/08/30,DMR,11,MSW,8.5,T,35.80,Frose,3,0,0,0,9,-11,6,-3,9,-8,7,0.10,2,0.6666666666666666,11,0.06,9,-0.58,8,1750.0,True,False,0,-1,False,5,2.05,False,False,355,308,381,22
2020/08/31,DMR,1,MSW,6.0,D,4.80,Crooked Finger Ray,2,0,1,1,2,-2,1,0,2,-4,1,0.26,1,1.0,4,0.12,6,-0.44,1,6600.0,False,False,0,1,False,3,4.75,False,False,378,287,384,23
2020/08/31,DMR,2,MSW,5.0,T,7.20,Althea Gibson,2,0,2,0,1,0,1,3,1,3,2,0.25,7,0.5,1,0.15,3,-0.20,1,9500.0,False,False,0,-1,False,2,1.25,False,False,429,341,395,31
2020/08/31,DMR,3,CLM,8.0,D,4.20,Impression,26,5,5,5,2,-2,2,-3,1,2,2,0.13,2,0.75,2,0.15,4,-0.59,1,3497.5,False,False,0,0,True,1,1.50,False,False,373,340,404,31
2020/08/31,DMR,4,MSW,5.0,T,16.20,Closing Remarks,0,,,,8,,7,,8,,4,0.21,,,9,0.1,1,-0.26,8,,,,,,,,,False,,387,330,354,
2020/08/31,DMR,5,MCL,5.5,D,37.20,Dancing Dana,1,0,0,0,6,-24,6,-24,6,-24,6,0.12,4,0.0,3,0.15,7,-0.68,3,500.0,False,False,0,0,False,10,25.25,False,False,392,343,404,38
2020/08/31,DMR,6,CLM,8.0,T,5.80,Too Much Heaven,8,2,2,1,6,-10,9,-9,8,-13,3,0.21,1,1.0,5,0.14,2,-0.37,4,6600.0,False,False,0,0,False,5,2.15,False,False,399,367,425,29
2020/08/31,DMR,7,ClmN,5.5,D,10.60,Bounty of Gold,16,2,3,3,4,-3,3,-8,4,-4,4,0.12,2,0.875,1,0.28,2,-0.20,6,2392.5,False,True,0,-1,False,3,4.00,True,False,342,271,346,8
2020/08/31,DMR,8,AOC,8.5,T,4.40,Scarto,6,3,1,0,5,-13,1,9,1,0,3,0.21,6,0.6666666666666666,7,0.12,8,-0.44,1,15337.6,True,False,0,1,True,1,3.25,False,False,358,294,381,24
2020/08/31,DMR,9,MCL,7.0,D,13.20,Apache Pass,4,0,0,0,5,-21,5,-18,7,-15,2,0.25,5,0.25,3,0.14,4,-0.42,7,950.0,False,False,0,1,False,8,8.75,False,False,313,292,306,35
2020/09/05,DMR,1,MSW,5.5,D,20.40,Queengol,0,,,,4,,4,,4,,2,0.25,,,5,0.16,3,-0.19,4,,,,,,,,,False,,365,205,368,
2020/09/05,DMR,3,MSW,8.0,D,13.60,Divine Armor,6,0,3,1,1,1,6,-14,1,5,8,0.13,5,0.5,8,0.16,5,-0.29,2,7300.0,False,False,0,0,False,6,7.50,False,False,388,281,410,14
2020/09/05,DMR,4,AOC,8.0,T,9.20,Cali Caliente,4,1,1,1,3,-4,1,2,1,2,1,0.26,3,0.75,5,0.15,9,-0.65,3,11975.0,True,True,0,-1,False,2,0.50,False,False,357,328,356,22
2020/09/05,DMR,5,MCL,5.5,D,9.20,Mister Bold,0,,,,7,,7,,7,,7,0.14,,,4,0.17,4,-0.41,7,,,,,,,,,False,,375,160,383,
2020/09/05,DMR,6,AOC,5.0,T,6.20,Jamming Eddy,19,2,3,4,2,-2,4,-6,1,2,3,0.25,1,1.0,1,0.23,6,-0.31,4,9000.285714285714,False,False,0,-1,False,5,5.75,True,False,397,361,381,13
2020/09/05,DMR,7,ClmN,6.0,D,7.20,Stormin Ranger,8,1,1,0,4,-8,2,-5,4,-7,2,0.25,9,0.5,7,0.14,2,-0.16,6,3596.6666666666665,True,False,-1,0,False,4,10.25,False,False,323,272,304,40
2020/09/05,DMR,9,ClmN,6.5,D,7.60,Tobacco Road,22,2,3,3,10,-15,1,3,4,-6,4,0.19,12,0.375,1,0.22,11,-0.77,6,2910.4,True,False,-1,1,False,3,3.00,False,False,354,335,384,21
2020/09/05,DMR,10,GStk,9.0,T,4.80,Raymundos Secret,6,4,0,0,3,-5,2,-2,1,0,2,0.25,1,1.0,4,0.15,6,-0.53,1,35400.0,False,False,1,1,True,1,0.25,True,False,310,285,249,22
2020/09/05,DMR,11,AOC,8.0,D,24.00,Tizamagician,10,1,4,0,3,-3,4,-6,6,-5,5,0.15,1,0.875,2,0.18,7,-0.39,7,8740.0,False,False,0,0,False,5,4.00,False,False,375,275,410,35
2020/09/06,DMR,1,CLM,6.0,D,4.80,Uno Trouble Maker,19,6,2,3,4,-10,2,-2,6,-9,2,0.21,1,1.0,3,0.15,7,-0.66,4,4293.333333333333,False,False,0,0,False,2,0.50,False,False,415,292,441,30
2020/09/06,DMR,2,CLM,8.0,T,23.40,Kittyhawk Lass,12,2,2,0,1,1,6,-12,1,0,1,0.25,6,0.5,8,0.11,1,-0.31,8,1555.0,False,False,0,0,False,7,5.75,False,False,364,241,365,42
2020/09/06,DMR,3,AOC,5.5,D,13.20,Biddy Duke,17,5,5,2,6,-24,4,-19,5,-19,6,0.11,1,1.0,5,0.12,5,-0.49,4,13183.333333333334,False,False,0,-1,True,1,1.00,False,False,448,324,480,21
2020/09/06,DMR,5,MCL,6.5,D,3.20,Leprino,5,0,1,0,1,5,1,12,1,9,3,0.21,2,0.8,9,0.08,1,-0.12,3,2052.0,True,True,0,-1,False,2,0.05,False,False,350,291,391,28
2020/09/06,DMR,6,AOC,5.0,T,28.80,Blue Sky Baby,4,1,0,1,8,-9,9,-18,9,-12,3,0.21,8,0.75,7,0.15,9,-0.62,10,4710.0,False,False,-1,-1,False,4,5.50,False,False,340,321,372,203
2020/09/06,DMR,7,MSW,5.5,D,5.80,Superman Shaq,1,0,0,0,1,36,1,36,1,36,1,0.25,1,1.0,3,0.24,2,-0.20,1,500.0,False,False,0,-1,False,6,23.30,False,False,392,267,393,29
2020/09/06,DMR,8,STK,8.0,T,5.20,Madone,1,1,0,0,1,2,1,2,1,2,1,0.25,1,1.0,4,0.23,7,-0.49,1,33000.0,False,False,1,0,False,1,1.00,False,False,354,290,388,37
2020/09/06,DMR,9,GStk,7.0,D,3.40,Princess Noor,1,1,0,0,1,9,1,9,1,9,4,0.14,1,1.0,1,0.29,3,-0.21,2,33000.0,False,False,1,1,False,1,2.50,False,False,321,322,348,15
2020/09/06,DMR,10,GStk,9.0,T,5.00,Pixelate,10,2,5,3,1,4,2,-12,2,-10,3,0.21,4,0.625,2,0.2,5,-0.21,6,17820.0,False,False,0,0,False,2,0.50,True,False,378,344,425,64
2020/09/06,DMR,11,MSW,6.0,D,5.20,Big Flame,1,0,1,0,1,10,1,10,1,10,6,0.14,1,1.0,10,0.11,8,-0.47,1,11000.0,False,False,0,1,False,2,1.50,False,False,311,328,319,29
2020/09/07,DMR,1,ClmN,8.0,D,28.80,Moonoverthebayou,12,1,1,2,3,-1,9,-11,1,0,3,0.18,8,0.25,7,0.1,7,-0.63,7,963.3333333333334,False,False,0,1,False,4,5.25,False,True,354,288,333,37
2020/09/07,DMR,2,MSW,6.0,D,17.40,Cem Sultan,1,0,0,0,6,-16,5,-15,7,-17,3,0.18,1,1.0,3,0.23,4,-0.21,7,500.0,False,False,0,1,False,6,4.00,False,True,362,293,395,23
2020/09/07,DMR,3,MSW,8.0,T,14.00,Tarantino,0,,,,10,,10,,10,,8,0.13,,,1,0.29,5,-0.39,10,,,,,,,,,False,,362,301,374,
2020/09/07,DMR,4,CLM,6.5,D,11.80,Awhitesportscoat,27,6,3,4,10,-8,4,-8,10,-21,1,0.25,4,0.75,11,0.09,5,-0.20,2,4313.333333333333,False,False,0,1,False,6,5.90,False,True,321,248,353,15
2020/09/07,DMR,5,AOC,8.5,T,15.80,Harper's Gallop,11,2,2,1,3,-4,2,-3,1,0,1,0.25,2,0.875,8,0.11,6,-0.45,6,5796.0,False,True,0,1,False,2,3.50,False,True,331,320,299,22
2020/09/07,DMR,6,MSW,6.0,D,4.00,Eddie's New Dream,1,0,1,0,2,-2,2,-2,2,-2,9,0.11,1,1.0,10,0.07,2,-0.14,1,11000.0,False,False,0,1,False,2,2.75,True,True,398,361,381,37
2020/09/07,DMR,7,MSW,8.0,T,8.80,Table for Ten,3,0,0,3,1,0,2,-2,2,-3,1,0.25,1,1.0,5,0.15,7,-0.52,2,6200.0,False,False,0,-1,False,3,1.30,False,True,352,288,344,29
2020/09/07,DMR,8,AOC,6.5,D,3.80,Magic At Midnight,3,3,0,0,1,2,1,2,1,3,6,0.14,1,1.0,6,0.14,5,-0.28,1,34200.0,False,False,0,1,True,1,2.75,False,True,337,286,395,24
2020/09/07,DMR,9,STK,8.0,T,11.40,Big Fish,3,1,1,1,6,-15,6,-12,7,-13,5,0.15,7,0.6666666666666666,6,0.2,9,-0.71,4,16333.333333333334,True,False,1,0,True,1,1.25,True,True,368,327,338,17
2020/09/07,DMR,10,GStk,7.0,D,4.80,Dr. Schivel,3,1,1,1,3,-7,1,8,1,8,1,0.25,1,1.0,2,0.18,2,-0.16,2,15666.666666666666,False,True,1,1,True,1,5.75,True,True,353,275,354,30
2020/09/07,DMR,11,CLM,8.0,T,6.40,Three Ay Em,16,4,1,3,1,2,4,-4,3,-3,6,0.15,6,0.625,9,0.12,12,-0.69,2,9395.5,False,False,-1,-1,False,5,4.35,False,True,387,342,329,16
2020/10/31,DMR,1,SOC,8.5,T,5.60,Carmelita's Man,4,1,1,0,3,-3,4,-6,5,-6,2,0.24,5,0.25,3,0.21,6,-0.60,1,11950.0,False,False,1,1,True,1,0.10,False,False,342,297,340,22
2020/10/31,DMR,2,MCL,8.0,D,3.40,Time to Testify,4,0,0,2,3,-5,2,-5,3,-6,3,0.11,3,0.25,4,0.12,3,-0.51,2,1835.0,False,False,0,1,False,3,3.55,False,False,374,345,364,21
2020/10/31,DMR,3,MSW,8.0,T,5.20,Trevor T,2,0,1,0,3,-6,1,3,3,-5,2,0.20,7,0.0,6,0.13,7,-0.79,1,5750.0,False,False,0,0,False,2,0.10,False,False,322,273,318,22
2020/10/31,DMR,4,CLM,6.0,D,6.20,Captain Scotty,18,4,5,2,4,-7,4,-4,1,6,3,0.14,1,1.0,1,0.23,6,-0.83,1,19221.85714285714,False,False,0,0,False,2,1.50,False,False,352,332,381,29
2020/10/31,DMR,6,MCL,5.5,D,5.40,From the Get Go,1,0,1,0,1,13,1,3,1,3,7,0.11,6,0.0,2,0.17,2,-0.18,1,4600.0,False,False,0,0,False,2,6.25,True,False,300,275,301,19
2020/10/31,DMR,7,STK,8.0,T,14.80,Never Be Enough (GB),26,6,4,7,4,-5,5,-3,5,-6,7,0.12,1,1.0,4,0.22,1,-0.02,8,8809.42857142857,False,False,1,0,True,1,1.25,True,False,296,347,280,15
2020/10/31,DMR,8,SOC,5.5,D,8.80,Mister Bold,1,1,0,0,3,-10,3,-10,3,-10,3,0.18,1,1.0,3,0.15,4,-0.44,1,16800.0,False,False,1,0,False,1,4.50,False,False,376,165,383,56
2020/10/31,DMR,9,MSW,8.0,T,4.20,Petruchio,3,0,1,2,1,5,1,7,1,7,3,0.18,3,0.6666666666666666,2,0.18,4,-0.42,1,8066.666666666667,False,False,0,0,False,2,0.25,False,False,399,346,428,27
2020/11/01,DMR,1,MSW,8.0,D,3.80,Spielberg,3,0,2,1,1,4,2,-3,2,-3,3,0.14,1,1.0,1,0.28,1,-0.05,1,32333.333333333332,False,False,-1,-1,False,3,5.50,True,False,326,217,378,36
2020/11/01,DMR,2,MSW,8.0,T,8.60,War Path,6,0,2,2,4,-9,3,-13,3,-8,5,0.14,2,0.8333333333333334,1,0.28,1,-0.15,2,6940.0,False,False,0,-1,False,3,2.80,False,False,390,376,367,23
2020/11/01,DMR,3,ClmN,8.0,D,3.80,Big Hoof Dynamite,15,2,3,4,2,-9,3,-9,3,-9,1,0.20,1,0.875,3,0.18,4,-0.43,1,5980.0,False,False,-1,0,False,4,4.50,True,False,325,289,262,20
2020/11/01,DMR,4,SOC,8.0,T,13.00,Freedom Lass,7,1,1,2,3,-9,1,3,2,-3,4,0.14,2,0.8571428571428571,7,0.12,2,-0.33,6,3464.0,True,False,0,0,False,3,3.00,False,False,356,213,363,29
2020/11/01,DMR,5,MCL,6.0,D,5.40,Chollima,3,0,1,0,1,2,1,3,2,-7,5,0.14,4,0.6666666666666666,4,0.13,1,-0.32,5,2163.3333333333335,False,False,0,1,False,4,3.25,True,False,302,269,318,22
2020/11/01,DMR,6,MSW,8.0,T,6.40,Pizzazz,2,0,1,1,1,3,1,7,1,1,3,0.19,4,0.5,3,0.18,1,-0.22,2,11500.0,False,False,-1,0,False,3,3.75,False,False,373,374,353,28
2020/11/01,DMR,7,AOC,6.5,D,28.00,Popular Kid,48,10,7,3,1,2,6,-13,1,3,8,0.09,9,0.625,10,0.11,11,-0.75,3,11281.0,False,False,0,-1,False,5,9.50,False,False,358,343,443,44
2020/11/01,DMR,8,STK,8.0,T,7.20,Strongconstitution,6,1,2,2,1,2,1,3,1,2,4,0.14,5,0.8333333333333334,7,0.12,6,-0.39,8,5700.0,False,False,1,0,False,3,0.75,False,False,362,315,349,28
2020/11/01,DMR,9,ClmN,5.5,D,65.80,Golden Image,22,1,2,6,8,-14,9,-24,8,-10,11,0.05,3,0.75,8,0.0,2,-0.06,8,946.25,False,False,-1,0,False,9,10.00,False,False,383,297,377,15
2020/11/07,DMR,1,MSW,5.0,T,4.00,Anaconda,0,,,,2,,2,,2,,1,0.14,,,1,0.18,4,-0.34,2,,,,,,,,,False,,341,321,370,
2020/11/07,DMR,2,SOC,6.0,D,9.40,Take a Leap,18,4,3,3,2,-5,2,-4,5,-2,3,0.12,1,1.0,5,0.13,1,-0.11,3,4812.5,True,False,1,-1,True,1,0.25,False,False,382,302,364,35
2020/11/07,DMR,3,MCL,6.0,D,5.40,Luxury Liner,4,0,0,1,2,-1,2,-13,2,-2,2,0.14,1,0.75,1,0.22,4,-0.51,2,2175.0,False,False,-1,1,False,5,8.75,False,False,427,341,393,36
2020/11/07,DMR,4,CLM,5.0,T,19.60,Strike It Lucky,6,1,0,2,7,-14,2,-8,5,-9,3,0.14,8,0.3333333333333333,8,0.12,4,-0.39,7,4736.666666666667,False,True,0,0,False,3,1.75,False,False,345,289,368,9
2020/11/07,DMR,5,MSW,6.0,D,17.40,Nasreddine,1,0,1,0,2,-21,2,-21,2,-21,5,0.12,2,0.0,4,0.2,5,-0.33,1,11000.0,False,False,0,1,False,2,4.75,False,False,348,316,378,35
2020/11/07,DMR,6,AOC,8.0,T,16.00,Via Egnatia,20,2,3,4,6,-9,2,-3,7,-7,7,0.09,1,1.0,1,0.16,2,-0.05,5,4500.0,True,False,1,1,False,2,0.75,True,False,385,317,427,27
2020/11/07,DMR,7,STK,7.0,D,6.20,Good With People,4,2,1,0,2,-5,8,-20,1,2,2,0.17,1,1.0,2,0.23,6,-0.47,5,28375.0,False,False,0,1,False,4,10.00,False,False,343,275,363,34
2020/11/07,DMR,8,AOC,5.0,T,6.80,Acting Out,3,1,1,0,3,-2,5,-9,7,-10,2,0.14,1,1.0,6,0.12,5,-0.24,1,15046.666666666666,False,False,0,-1,False,5,1.35,True,False,423,356,444,28
2020/11/08,DMR,1,OClN,6.5,D,5.20,Colt Fiction,4,1,1,2,2,-3,3,-3,3,-10,4,0.12,1,1.0,6,0.14,5,-0.70,3,8800.0,False,False,0,1,False,2,1.75,False,False,362,281,398,22
2020/11/08,DMR,2,AOC,6.5,D,4.60,Himiko,4,1,2,0,1,4,1,13,1,0,3,0.17,4,0.75,1,0.29,5,-0.51,2,13625.0,False,False,1,1,True,1,2.25,False,False,332,351,354,21
2020/11/08,DMR,3,OClN,8.0,D,39.00,Mucha Woman,5,1,1,0,6,-9,7,-26,1,5,7,0.05,2,0.8,6,0.09,4,-0.49,4,5032.0,False,False,0,1,False,5,11.75,False,False,288,195,351,22
2020/11/08,DMR,4,MSW,6.0,D,5.20,Savile Row,0,,,,4,,3,,4,,4,0.14,,,1,0.29,1,-0.03,4,,,,,,,,,True,,379,308,414,
2020/11/08,DMR,5,AN3L,8.5,D,6.40,Paladar,8,2,1,0,1,1,1,1,1,4,4,0.17,2,0.875,3,0.16,1,-0.03,1,20018.0,False,False,0,1,False,2,7.00,True,False,362,317,412,449
2020/11/08,DMR,6,MSW,5.5,D,33.40,Michalska,0,,,,3,,3,,3,,1,0.24,,,8,0.09,4,-0.37,3,,,,,,,,,False,,408,287,430,
2020/11/08,DMR,7,STK,7.0,D,11.80,Mo See Cal,18,5,4,2,3,-9,7,-18,2,-2,1,0.24,1,1.0,2,0.23,3,-0.27,4,17947.714285714286,False,False,0,0,False,3,7.75,False,False,342,319,378,357
2020/11/08,DMR,8,AOC,6.5,D,5.60,Independence Hall,5,3,1,0,4,-5,6,-16,1,1,4,0.19,1,1.0,6,0.2,9,-0.53,1,48033.333333333336,False,False,-1,-1,False,5,10.50,False,False,331,316,355,225
2020/11/26,DMR,1,MCL,8.0,D,15.60,Govenor's Party,3,0,0,0,2,-13,3,-13,3,-13,4,0.15,3,0.0,7,0.03,4,-0.62,3,1096.6666666666667,False,False,-1,1,False,4,2.25,False,False,343,295,353,32
2020/11/26,DMR,2,MSW,8.5,T,8.00,One Fast Bro,6,0,0,4,5,-8,2,-1,2,-4,7,0.12,2,0.8333333333333334,3,0.18,8,-0.72,3,5070.0,True,False,0,1,False,3,0.75,False,False,340,278,310,26
2020/11/26,DMR,3,CLM,6.5,D,7.20,Secret Courier,10,2,3,0,3,-10,2,-8,4,-10,8,0.09,1,1.0,7,0.11,2,-0.10,8,1960.0,False,False,-1,1,False,4,2.25,False,False,344,305,356,60
2020/11/26,DMR,4,AOC,8.5,T,12.00,Beguiled,8,1,1,0,4,-6,3,-5,6,-5,1,0.24,5,0.625,5,0.15,6,-0.45,6,7265.714285714285,False,True,0,1,False,2,0.75,False,False,316,288,364,26
2020/11/26,DMR,5,MCL,8.0,D,4.60,Street Behavior,6,0,1,0,5,-15,2,-6,5,-6,1,0.23,1,0.8333333333333334,2,0.22,6,-0.63,4,1396.6666666666667,False,False,0,0,False,2,1.25,False,False,369,306,400,40
2020/11/26,DMR,7,ClmN,6.0,D,28.20,Gangly,14,2,2,2,4,-9,2,-1,3,-9,8,0.09,6,0.75,7,0.11,10,-0.94,6,3496.222222222222,True,False,0,-1,False,3,2.80,False,False,426,232,436,61
2020/11/26,DMR,8,SOC,8.0,T,15.00,Gregdar,3,1,1,0,8,-14,9,-14,10,-19,4,0.20,11,0.3333333333333333,5,0.15,4,-0.42,1,10590.0,False,False,0,1,False,4,3.50,False,False,359,268,397,40
2020/11/27,DMR,1,MSW,5.0,T,6.00,Yeng Again,2,0,1,0,1,11,1,6,1,11,6,0.15,1,1.0,2,0.17,1,,1,7150.0,False,False,0,-1,False,4,7.50,False,False,343,268,376,257
2020/11/27,DMR,2,AOC,8.0,D,10.60,Offshore Affair,13,1,3,2,2,-4,2,-7,2,-4,3,0.20,1,0.875,5,0.13,1,-0.15,7,2463.3333333333335,False,False,0,1,False,5,5.05,True,False,355,282,390,26
2020/11/27,DMR,3,SOC,8.5,T,7.40,Gallovie (GB),15,1,3,3,1,2,5,-10,1,1,1,0.23,1,1.0,1,0.17,3,-0.37,5,2465.0,False,False,0,1,False,4,4.85,True,False,226,304,280,26
2020/11/27,DMR,4,ClmN,6.5,D,4.40,Lady On Ice,3,1,0,1,1,2,1,6,4,-4,3,0.15,5,0.6666666666666666,2,0.17,7,-0.78,3,5286.666666666667,False,False,-1,1,False,3,2.00,False,False,367,282,382,48
2020/11/27,DMR,5,MSW,8.0,T,17.80,Carpe Fortuna,1,0,0,0,7,-15,7,-14,7,-16,10,0.11,5,0.0,7,0.13,3,-0.41,6,500.0,False,False,0,1,False,6,5.00,False,False,339,281,370,91
2020/11/27,DMR,6,AOC,6.0,D,9.00,Tigre Di Slugo,4,2,0,1,1,0,7,-21,4,-6,3,0.19,6,0.5,5,0.13,2,-0.19,2,14366.666666666666,False,False,-1,1,False,9,11.60,False,False,364,267,418,250
2020/11/27,DMR,7,GStk,12.0,T,5.80,Arklow,30,7,7,2,1,3,2,-1,2,-1,5,0.19,6,0.75,1,0.24,8,-0.39,1,121622.33333333333,False,False,0,0,False,6,3.65,False,False,337,319,413,20
2020/11/27,DMR,8,AOC,8.0,D,5.20,Golden Principal,5,1,1,1,2,-7,2,-6,2,-5,1,0.19,1,1.0,1,0.29,7,-0.52,4,9420.0,False,True,0,1,False,2,3.25,False,False,360,339,368,47
2020/11/27,DMR,9,MSW,8.5,T,6.40,Keystone Field,5,0,2,1,1,5,1,0,1,7,5,0.15,1,0.8,1,0.2,2,-0.28,1,7046.666666666667,False,False,0,1,False,3,1.60,False,False,398,341,438,26
2020/11/28,DMR,1,AOC,11.0,T,11.80,Masteroffoxhounds,7,1,1,1,10,-20,10,-20,9,-14,2,0.23,1,1.0,3,0.17,9,-0.60,7,3079.4,False,False,0,1,False,7,6.30,False,False,345,370,326,21
2020/11/28,DMR,2,MCL,5.5,D,13.00,Gates of Heaven,3,0,0,0,3,-3,3,-11,3,-6,5,0.11,2,0.6666666666666666,4,0.19,5,-0.68,3,953.3333333333334,False,False,0,0,False,4,2.50,False,False,403,319,375,28
2020/11/28,DMR,3,AOC,8.0,T,94.00,Meal Ticket,28,4,5,2,6,-6,9,-9,5,-5,10,0.09,8,0.5,4,0.16,10,-0.57,10,3323.25,False,False,-1,0,False,5,3.35,False,False,367,292,403,56
2020/11/28,DMR,4,MSW,8.0,D,2.60,Parnelli,3,0,3,0,1,10,1,14,1,14,5,0.14,1,1.0,3,0.17,6,-0.52,1,11133.333333333334,True,False,0,0,False,2,0.25,False,False,380,296,428,27
2020/11/28,DMR,5,GStk,8.0,T,5.40,Fluffy Socks,4,2,1,0,2,-5,1,2,1,2,2,0.23,7,0.75,1,0.24,4,-0.34,1,41720.0,True,False,0,-1,False,2,0.05,False,False,272,258,295,27
2020/11/28,DMR,6,ClmN,6.5,D,28.80,Bedrock,10,1,0,3,3,-13,6,-10,4,-15,7,0.09,10,0.25,6,0.14,7,-0.53,5,2842.5,False,False,0,1,False,5,3.60,False,False,326,348,323,27
2020/11/28,DMR,7,GStk,8.5,T,18.80,Count Again,7,3,1,2,10,-9,8,-7,8,-10,2,0.23,11,0.42857142857142855,7,0.16,10,-0.48,6,22549.0,False,False,0,-1,False,4,2.35,True,False,370,302,371,41
2020/11/28,DMR,8,AOC,6.0,D,5.20,Colt Fiction,5,2,1,2,2,-1,4,-11,5,-11,7,0.12,1,1.0,3,0.15,7,-0.48,3,12900.0,False,False,0,-1,True,1,3.75,False,False,378,282,399,20
2020/11/28,DMR,9,GStk,9.0,T,10.40,Domestic Spending (GB),4,3,0,1,5,-5,2,-1,3,-3,2,0.23,9,0.5,1,0.24,7,-0.55,1,85225.0,True,False,0,-1,True,1,0.10,False,False,440,429,319,105
2020/11/29,DMR,1,AOC,5.0,T,7.60,Superstition,4,1,2,0,2,-8,1,1,2,-2,1,0.24,5,0.75,4,0.2,5,-0.19,2,18733.333333333332,False,True,1,0,True,1,3.25,False,False,427,329,454,15
2020/11/29,DMR,2,MCL,6.5,D,33.60,More Bubbly,0,,,,7,,7,,7,,5,0.12,,,4,0.15,4,-0.40,7,,,,,,,,,False,,344,308,303,
2020/11/29,DMR,4,CLM,7.0,D,15.80,Perfect Ice Storm,12,3,0,1,5,-6,1,4,3,-5,4,0.16,6,0.375,6,0.13,5,-0.47,2,5180.0,True,False,0,-1,True,1,1.25,True,False,284,306,323,91
2020/11/29,DMR,5,AOC,8.5,T,17.60,Shadow Sphinx,19,7,1,2,4,-5,1,2,4,-15,1,0.24,6,0.75,8,0.14,6,-0.30,2,14975.0,False,False,1,1,True,1,0.75,False,False,348,311,359,36
2020/11/29,DMR,6,ClmN,8.0,D,6.40,Truth Seeker,13,2,1,2,1,2,1,6,3,-1,7,0.11,9,0.0,2,0.22,7,-0.70,6,2370.0,False,False,0,0,False,5,3.85,False,False,387,336,417,36
