Date,Track,Race,Class,Distance,Surface,Price,Horse,Lifetime Starts,Wins,Place,Show,Avg. B. Ranking,Avg. B. Delta,Last B. Ranking,Last B. Delta,Max B. Ranking,Max B. Delta,Jockey Ranking,Jockey,Early Ranking,Early,Trainer Ranking,Trainer,Work Ranking,Works,Year Earnings Rankings,Year Earnings,Form,Super Gain,Class Change,Dist Change,Won Last,Last Finish,Last Finish Distance,Had Bullet,Fluke,Tom Dist,Tom Turf,Tom Mud,Layoff
2020/11/15,AQU,7,ClmN,8.0,D,7.50,Vitesse,4,1,1,0,3,-6,2,-1,4,-12,2,0.15,4,0.25,1,0.15,5,-0.47,1,8876.666666666666,False,False,0,0,False,4,4.00,True,False,365,293,441,21
2020/11/15,AQU,8,AOC,6.5,D,13.20,More Graytful,9,2,3,1,7,-11,3,-5,7,-6,3,0.18,7,0.75,2,0.24,6,-0.20,2,16191.42857142857,False,False,0,1,False,4,1.75,False,False,336,261,410,43
2020/11/15,AQU,9,STK,8.5,T,7.90,Duopoly,4,2,0,0,2,-1,5,-10,4,-3,1,0.23,3,0.75,2,0.23,5,-0.45,5,18258.5,False,False,0,0,False,5,4.50,False,False,328,338,245,30
2020/11/15,AQU,10,MCL,6.5,D,126.00,Prospect Mountain,0,,,,12,,11,,12,,14,0.05,,,12,0.06,8,-0.55,12,,,,,,,,,False,,328,291,358,
2020/11/20,AQU,1,MCL,6.0,D,3.40,Tap the Barrel,2,0,0,0,5,-24,5,-52,3,-16,1,0.23,1,1.0,1,0.21,2,-0.49,3,1014.9999999999999,False,False,0,0,False,12,99.99,False,False,315,279,319,30
2020/11/20,AQU,2,MSW,6.0,T,9.30,Athena Dancer,1,0,0,0,3,-4,3,-4,4,-4,8,0.12,6,0.0,1,0.21,6,-0.48,1,2800.0,False,False,0,0,False,5,8.75,True,False,321,326,309,14
2020/11/20,AQU,3,CLM,8.5,T,14.00,Noble Thought,36,11,8,6,6,-5,3,-5,6,-5,3,0.18,5,0.5,10,0.1,6,-0.39,1,13258.333333333334,False,False,0,1,True,1,0.05,False,False,349,308,367,47
2020/11/20,AQU,4,CLM,6.0,D,4.00,McErin,18,3,2,3,1,6,1,9,1,3,3,0.12,1,1.0,2,0.15,6,-0.45,5,4126.666666666667,False,False,0,0,False,2,0.25,False,False,362,256,357,22
2020/11/20,AQU,5,AOC,6.0,T,4.70,Mo Maverick,23,7,4,2,1,3,8,-9,1,11,1,0.23,1,1.0,4,0.17,9,-0.60,10,5280.0,False,False,0,0,False,4,3.60,False,False,358,342,405,22
2020/11/20,AQU,7,AOC,6.0,D,31.40,Letmetakethiscall,28,9,6,3,2,-3,11,-19,3,-5,9,0.11,1,1.0,11,0.07,5,-0.48,4,13389.666666666666,False,False,0,-1,False,7,10.85,False,False,391,274,386,34
2020/11/20,AQU,8,ClmN,8.5,T,17.80,So High (GB),8,2,3,0,9,-21,8,-18,6,-15,3,0.18,9,0.625,4,0.19,2,-0.42,9,6123.0,False,False,-1,-1,False,10,13.10,False,False,276,280,295,44
2020/11/20,AQU,9,ALW,8.0,T,23.40,Sun Summers,11,3,3,2,6,-6,9,-11,10,-8,10,0.13,5,0.75,4,0.2,3,-0.08,4,13670.0,False,False,1,0,True,1,3.00,True,False,350,318,388,63
2020/11/20,AQU,10,ClmN,6.0,D,69.00,Anydayisherday,16,1,3,1,11,-13,7,-16,12,-15,7,0.11,8,0.375,12,0.06,14,-1.00,5,5052.142857142857,False,False,0,0,False,7,24.50,False,False,316,242,341,12
2020/11/22,AQU,1,MCL,6.0,T,14.40,Amistad,5,0,0,1,5,-9,9,-23,2,-6,7,0.11,4,0.6,2,0.19,4,-0.18,6,1720.0,False,False,0,-1,False,5,11.35,False,False,346,293,376,24
2020/11/22,AQU,2,ClmN,8.5,T,10.80,Reckless Spirit,11,1,1,2,3,-4,2,-3,4,-4,11,0.10,2,0.75,3,0.16,1,,14,1887.142857142857,False,False,0,0,False,4,0.60,False,False,368,355,390,21
2020/11/22,AQU,3,STK,7.0,D,3.60,Funny Guy,15,5,5,0,1,4,4,-11,1,3,2,0.18,1,0.875,3,0.18,3,-0.46,1,34800.0,False,False,0,-1,False,4,6.50,False,False,323,306,378,29
2020/11/22,AQU,4,MCL,8.5,T,6.70,Valletta,8,0,1,1,2,-1,1,3,3,-2,5,0.15,6,0.5,2,0.23,2,-0.31,5,2940.0,False,False,0,0,False,2,1.25,False,False,400,344,425,57
2020/11/22,AQU,5,MSW,8.0,D,3.90,Brattle House,0,,,,8,,7,,8,,3,0.18,,,1,0.2,8,-0.83,8,,,,,,,,,False,,360,275,397,
2020/11/22,AQU,6,ClmN,7.0,D,42.80,Somebody,16,2,3,1,6,-16,1,0,5,-8,10,0.06,3,0.75,4,0.16,2,-0.26,10,2790.0,False,True,0,1,False,2,0.25,False,False,364,264,388,99
2020/11/22,AQU,7,ALW,8.5,T,6.40,Sanctuary City,7,1,3,1,1,1,2,-4,1,9,11,0.12,14,0.14285714285714285,16,0.07,6,-0.38,2,13790.0,False,False,0,0,False,2,0.75,False,False,317,319,270,16
2020/11/22,AQU,8,ALW,8.5,T,6.50,Kilkea,7,1,4,0,5,-7,2,-2,3,-5,3,0.16,3,0.8571428571428571,8,0.09,3,-0.25,2,13743.333333333334,False,False,0,0,False,2,2.50,False,False,372,348,395,21
2020/11/22,AQU,9,STK,7.0,D,15.20,Espresso Shot,16,3,3,1,2,-3,3,-6,4,-6,2,0.15,1,0.875,3,0.17,1,-0.29,6,7076.0,True,False,0,1,False,5,3.75,False,False,307,247,351,29
2020/11/22,AQU,10,MCL,8.5,T,9.60,My Lips Are Sealed,1,0,0,0,7,-6,6,-7,13,-26,6,0.12,9,0.0,1,0.21,1,-0.21,12,400.0,False,False,-1,1,False,9,15.85,False,False,353,282,368,176
2020/11/29,AQU,1,MSW,6.0,D,4.50,Instinctive Rhythm,4,0,2,2,1,1,1,5,1,3,1,0.16,1,1.0,1,0.21,5,-0.37,2,9975.0,True,False,0,-1,False,2,1.00,False,False,407,264,472,29
2020/11/29,AQU,2,MSW,6.0,T,7.30,Perfect Munnings,0,,,,7,,7,,7,,1,0.19,,,4,0.21,2,-0.17,7,,,,,,,,,False,,413,314,420,
2020/11/29,AQU,3,ALW,11.0,T,7.90,Bakers Bay,7,1,0,2,6,-8,1,0,4,-4,3,0.15,2,0.5714285714285714,1,0.24,1,,4,14071.8,False,False,0,1,False,3,3.25,False,False,316,337,379,42
2020/11/29,AQU,4,ALW,8.0,D,6.30,The Sound,2,1,1,0,1,3,4,-10,5,-7,2,0.12,1,1.0,1,0.24,3,-0.40,1,29500.0,False,False,1,1,True,1,1.00,False,False,372,322,408,29
2020/11/29,AQU,5,MSW,6.5,D,17.20,Miss Brazil,1,0,0,1,2,-16,2,-16,2,-16,4,0.12,1,1.0,8,0.08,6,-0.34,3,9600.0,False,False,0,1,False,3,4.75,False,False,317,282,360,35
2020/11/29,AQU,7,STK,6.0,T,4.50,Lead Guitar,10,5,2,1,5,-3,2,-1,2,-2,2,0.16,8,0.625,1,0.21,10,-0.62,1,26046.333333333332,False,False,0,0,True,1,0.75,False,False,380,317,422,43
2020/11/29,AQU,8,GStk,6.0,D,5.20,Share the Ride,19,7,3,4,1,1,1,1,1,0,1,0.19,4,0.75,6,0.1,7,-0.72,2,21875.0,False,False,1,-1,True,1,7.50,False,False,416,287,448,11
2020/11/29,AQU,9,STK,8.5,T,4.20,Lovestruck,1,1,0,0,1,1,4,-5,4,-5,4,0.15,12,0.0,6,0.16,10,-0.63,1,39600.0,False,False,1,0,False,1,1.00,False,False,381,307,423,83
2020/11/29,AQU,10,ClmN,6.0,T,14.60,Unprecedented,11,1,1,3,2,-5,6,-15,2,-1,1,0.19,1,0.875,9,0.15,3,-0.11,9,4775.0,False,False,0,-1,False,3,8.00,False,False,423,281,451,30
2020/12/04,AQU,1,ClmN,6.0,D,8.40,Gray Haze,14,1,2,5,1,6,3,-4,1,0,7,0.07,2,0.625,1,0.17,1,-0.02,4,4671.666666666667,True,False,-1,0,False,3,0.60,True,False,368,248,427,16
2020/12/04,AQU,2,MSW,6.0,T,49.20,Miss Dracarys,0,,,,7,,7,,7,,7,0.12,,,10,0.09,5,-0.51,7,,,,,,,,,True,,389,295,422,
2020/12/04,AQU,3,ALW,8.5,T,6.00,Winters Back,3,1,1,0,2,-4,2,-5,4,-9,7,0.12,1,1.0,2,0.21,5,-0.43,1,20773.333333333332,True,False,1,1,True,1,5.25,False,False,369,348,341,27
2020/12/04,AQU,4,ClmN,6.5,D,7.40,Sneakiness,10,1,1,3,1,3,8,-23,1,2,3,0.16,2,0.875,3,0.17,8,-0.51,9,2536.5,False,False,-1,-1,False,9,12.05,False,False,363,327,401,42
2020/12/04,AQU,5,MSW,6.0,D,9.90,A Life That's Good,1,0,0,0,1,2,1,1,1,1,7,0.14,1,1.0,7,0.16,14,-0.59,7,350.0,False,False,0,-1,False,6,2.80,False,False,353,251,360,41
2020/12/04,AQU,6,AOC,6.0,T,10.60,It's a Gamble,3,1,0,0,2,-3,3,-4,3,-4,3,0.15,8,0.3333333333333333,6,0.2,7,-0.64,5,14000.0,False,False,-1,-1,False,7,6.80,False,False,290,309,305,34
2020/12/04,AQU,7,STR,8.0,T,19.40,Hurricane Hill,9,3,1,3,8,-9,11,-28,2,-2,3,0.16,7,0.5,6,0.17,3,-0.22,1,12138.5,False,False,0,1,False,9,11.50,False,False,329,317,328,64
2020/12/04,AQU,8,CLM,6.0,D,7.00,Wegotoldyougotsold,17,5,5,1,1,0,2,-2,3,-4,1,0.17,1,1.0,4,0.11,6,-0.49,2,8902.0,False,True,0,0,True,1,2.75,True,False,361,326,380,22
2020/12/04,AQU,9,MCL,8.0,D,17.80,Make It in Ny,1,0,0,0,9,-47,9,-52,9,-51,6,0.12,4,0.0,8,0.07,8,-0.56,7,700.0,False,False,-1,1,False,8,35.25,False,False,375,300,389,47
2020/12/06,AQU,1,MCL,8.0,D,4.80,Bourbonic,2,0,0,0,1,4,1,2,1,4,2,0.15,3,0.0,2,0.21,2,-0.41,5,515.0,False,False,-1,-1,False,11,13.25,False,True,359,246,409,22
2020/12/06,AQU,2,ClmN,8.0,D,15.20,Pendolino,20,1,5,2,5,-11,2,-5,7,-16,5,0.11,4,0.5,5,0.12,9,-0.90,3,3846.875,False,False,0,1,False,2,1.25,False,True,289,201,318,40
2020/12/06,AQU,3,CLM,8.0,D,7.30,Hardcore Folklore,27,5,3,5,3,-2,1,8,1,1,5,0.05,5,0.25,1,0.22,7,-0.49,4,3688.5384615384614,False,True,0,0,True,1,1.25,False,True,372,307,418,28
2020/12/06,AQU,4,MSW,8.0,D,32.60,Berenice,1,0,0,0,6,-20,6,-18,6,-23,3,0.17,6,0.0,5,0.18,5,-0.45,7,800.0,False,False,0,-1,False,8,14.25,True,True,372,334,401,45
2020/12/06,AQU,5,AOC,8.0,D,4.40,Chestertown,9,2,3,1,3,-3,5,-7,6,-9,1,0.18,3,0.75,3,0.19,1,-0.19,1,18153.571428571428,False,False,-1,-1,False,6,8.50,False,True,377,299,423,43
2020/12/06,AQU,6,STK,7.0,D,4.00,Laobanonaprayer,3,1,1,1,2,-4,1,6,1,6,9,0.12,5,0.6666666666666666,5,0.19,2,-0.07,2,31633.333333333332,True,True,0,-1,True,1,5.50,True,True,309,292,362,43
2020/12/06,AQU,7,STK,6.0,D,7.50,Honor Way,40,12,8,7,3,-4,1,1,2,-1,3,0.17,7,0.25,6,0.13,6,-0.37,3,24055.555555555555,False,False,0,-1,True,1,4.50,True,True,397,341,368,35
2020/12/06,AQU,8,STK,7.0,D,12.40,Hold the Salsa,5,2,0,0,4,-17,5,-17,5,-13,4,0.15,11,0.2,2,0.23,5,-0.27,4,20055.0,False,False,0,-1,False,4,8.50,True,True,327,293,336,43
2020/12/06,AQU,9,MCL,8.0,D,5.20,Kitten's Romance,6,0,1,1,1,2,1,11,1,4,6,0.12,2,0.8333333333333334,7,0.05,9,-0.79,2,2884.6666666666665,False,False,0,-1,False,6,5.50,False,True,349,328,340,14
2020/12/11,AQU,1,MCL,7.0,D,12.60,Mama Kin,2,0,0,1,8,-23,8,-22,8,-28,7,0.07,2,0.5,5,0.12,4,-0.41,1,5440.0,False,False,-1,1,False,5,11.75,False,False,382,324,412,279
2020/12/11,AQU,2,MSW,6.0,T,120.00,Bardolino,0,,,,10,,9,,10,,9,0.10,,,4,0.16,2,-0.31,10,,,,,,,,,False,,361,322,353,
2020/12/11,AQU,3,STR,8.0,D,4.10,Customerexperience,8,2,2,1,1,1,3,-8,3,-2,2,0.19,3,0.625,2,0.16,5,-0.52,4,6328.333333333333,False,False,1,0,False,2,3.00,False,False,326,285,368,54
2020/12/11,AQU,4,CLM,6.0,D,15.00,Miss Mi Mi,22,5,2,7,4,-16,9,-24,2,-6,7,0.11,4,0.625,5,0.11,9,-0.99,4,6366.666666666667,False,False,0,0,False,6,9.25,False,False,388,322,399,139
2020/12/11,AQU,5,MSW,8.5,T,5.20,Mendham,4,0,0,2,3,-7,3,-3,3,-6,2,0.19,3,0.5,1,0.21,7,-0.51,2,5330.0,False,True,0,0,False,3,3.35,False,False,378,300,425,22
2020/12/11,AQU,6,AOC,7.0,D,4.80,American Power,27,8,6,2,5,-6,1,3,3,-8,7,0.13,5,0.25,2,0.21,7,-0.68,4,10248.0,True,True,1,-1,True,1,0.10,False,False,328,253,381,60
2020/12/11,AQU,7,CLM,8.5,T,32.00,Jack the Cat,14,3,4,2,9,-14,12,-12,4,-14,9,0.11,12,0.25,9,0.12,9,-0.55,7,7367.777777777777,False,False,-1,0,True,1,0.75,False,False,352,301,316,63
2020/12/11,AQU,8,ALW,6.5,D,27.00,Fed Funds,7,3,0,1,7,-7,6,-11,10,-11,12,0.07,10,0.42857142857142855,3,0.2,12,-0.58,5,13716.666666666666,True,False,1,1,True,1,2.25,False,False,344,314,376,29
2020/12/11,AQU,9,MCL,6.0,D,3.00,Violentiam,4,0,3,0,1,8,2,-6,1,6,8,0.12,1,1.0,6,0.14,4,-0.23,1,8387.5,False,False,-1,0,False,6,4.35,False,False,405,298,375,33
2020/12/12,AQU,1,MCL,9.0,D,9.80,Open Lengths,4,0,0,2,3,-4,2,-7,3,-3,3,0.13,1,0.5,1,0.21,4,-0.50,3,2651.5,False,False,0,1,False,8,7.85,False,True,303,262,357,21
2020/12/12,AQU,2,MCL,6.0,T,3.70,Scuttlebuzz,6,0,1,2,4,-2,3,-10,2,-6,2,0.19,3,0.6666666666666666,1,0.19,7,-0.48,3,5150.0,False,False,-1,-1,False,8,6.75,False,True,375,338,354,56
2020/12/12,AQU,3,AOC,6.0,D,15.20,Runningwscissors,23,6,7,2,6,-8,4,-6,7,-7,8,0.11,4,0.875,1,0.21,2,-0.08,6,9499.75,True,False,-1,0,True,1,5.75,True,True,356,304,336,28
2020/12/12,AQU,4,ClmN,8.5,T,6.00,Lido Key,12,1,4,1,1,1,7,-8,1,3,8,0.13,12,0.25,1,0.19,1,-0.29,3,5353.875,False,False,0,0,False,2,4.00,True,True,360,331,377,76
2020/12/12,AQU,5,MCL,6.0,D,9.50,Bowing Snowman,2,0,2,0,4,-8,2,-3,3,-3,2,0.17,1,1.0,1,0.2,5,-0.46,1,8100.0,False,False,0,-1,False,2,1.50,False,True,326,315,387,27
2020/12/12,AQU,6,ClmN,8.0,D,19.40,Tri Saint Lorenzo,14,1,0,4,6,-11,7,-10,6,-10,12,0.07,4,0.5,4,0.12,5,-0.12,6,4538.909090909091,False,False,1,0,True,1,7.75,False,True,310,167,250,30
2020/12/12,AQU,7,ALW,8.0,D,14.80,Our Last Buck,16,4,3,2,2,-1,12,-11,2,-4,13,0.05,6,0.75,10,0.14,11,-0.61,3,16997.14285714286,False,False,0,-1,False,4,5.40,True,True,325,245,279,30
2020/12/12,AQU,8,STK,9.0,D,7.70,Bankit,25,3,8,4,2,-2,1,1,2,-8,2,0.17,6,0.5,4,0.19,5,-0.81,4,20350.0,False,False,0,1,False,3,2.25,False,True,327,244,345,20
2020/12/12,AQU,9,MCL,8.0,D,5.60,Unbridled John,12,0,2,3,3,-5,5,-11,1,6,2,0.17,2,0.625,4,0.11,12,-0.73,1,3207.222222222222,False,False,0,0,False,2,7.75,False,True,319,182,348,30
2020/12/19,AQU,1,MSW,6.5,D,8.50,Risk Model,5,0,1,2,2,-15,2,-20,2,-15,3,0.14,1,1.0,1,0.24,6,-0.62,2,5572.0,False,False,0,-1,False,3,7.00,False,False,378,339,403,51
2020/12/19,AQU,2,MSW,6.5,D,16.20,Pleasure Luck,1,0,0,1,5,-20,5,-17,5,-29,2,0.18,1,1.0,6,0.1,1,-0.36,4,6360.0,False,False,0,1,False,3,3.00,True,False,329,291,370,184
2020/12/19,AQU,3,STR,6.0,D,3.80,Invaluable,8,2,3,1,1,2,1,9,1,13,2,0.18,6,0.625,8,0.07,2,-0.14,3,9743.75,False,False,0,-1,False,2,0.75,True,False,369,258,374,16
2020/12/19,AQU,4,AOC,6.5,D,11.60,Forever Changed,14,4,2,1,5,-7,6,-16,3,-4,1,0.12,4,0.625,3,0.14,3,-0.12,5,3405.0,False,False,-1,0,False,7,8.85,True,False,345,182,341,21
2020/12/19,AQU,5,MSW,6.0,D,12.20,By George,0,,,,4,,4,,4,,5,0.12,,,3,0.2,6,-0.45,4,,,,,,,,,False,,391,326,412,
2020/12/19,AQU,7,CLM,6.0,D,20.40,Control Stake,50,10,17,5,2,-2,10,-25,2,-3,6,0.12,4,0.75,8,0.06,1,-0.05,2,7510.428571428572,False,False,0,0,False,5,10.00,False,False,316,244,338,43
2020/12/19,AQU,8,ALW,6.0,D,23.40,Ruvies in Time,16,3,0,2,6,-7,8,-15,1,4,3,0.14,7,0.625,10,0.09,7,-0.49,11,4823.75,False,False,0,0,False,4,8.75,False,False,370,341,380,22
2020/12/19,AQU,9,STK,9.0,D,9.20,Backsideofthemoon,46,7,9,7,1,2,2,-1,4,-3,1,0.18,1,0.75,5,0.17,4,-0.46,3,17754.166666666668,False,False,1,0,True,1,0.25,False,False,370,282,389,36
2020/12/19,AQU,10,CLM,7.0,D,13.60,Seven Lilies,35,5,6,5,11,-16,5,-9,13,-19,3,0.14,11,0.25,1,0.21,12,-0.73,10,4416.0,False,False,0,1,False,3,1.25,False,False,320,192,329,35
2020/09/26,BEL,1,CLM,8.5,D,38.60,Flowers for Lisa,52,12,12,6,6,-25,4,-9,1,5,6,0.06,3,0.75,6,0.08,4,-0.47,5,2107.25,False,False,0,1,False,7,8.85,False,False,372,312,387,19
2020/09/26,BEL,2,MSW,8.5,T,6.80,Advanced Strategy,4,0,0,3,1,4,1,3,2,-3,2,0.18,4,0.5,8,0.1,10,-0.55,5,6200.0,False,False,0,1,False,3,6.00,False,False,369,327,319,22
2020/09/26,BEL,3,MSW,8.0,D,12.40,American West,0,,,,6,,6,,6,,1,0.19,,,1,0.24,6,-0.55,6,,,,,,,,,False,,359,276,420,
2020/09/26,BEL,4,AOC,8.5,T,28.00,Traipsing,5,2,0,1,6,-9,6,-27,5,-8,3,0.17,6,0.6,2,0.21,5,-0.76,3,12040.0,False,False,0,-1,False,3,9.75,False,False,329,330,336,52
2020/09/26,BEL,5,MSW,8.0,T,7.00,Breadman,0,,,,10,,10,,10,,3,0.16,,,5,0.19,4,-0.53,10,,,,,,,,,False,,355,324,337,
2020/09/26,BEL,6,MCL,8.5,T,11.60,Candy Flower,3,0,1,0,8,-14,6,-8,8,-11,5,0.15,2,0.6666666666666666,5,0.13,2,-0.30,2,5370.0,True,False,-1,1,False,4,4.00,False,False,393,357,413,19
2020/09/26,BEL,7,AOC,6.0,D,23.40,Big Engine,15,6,4,2,8,-12,8,-13,5,-11,3,0.17,4,0.625,4,0.18,3,-0.24,2,17130.0,False,False,0,0,False,6,4.00,False,False,370,326,405,34
2020/09/26,BEL,8,GStk,8.0,T,13.00,Viadera (GB),11,4,1,1,6,-6,5,-3,9,-4,2,0.18,5,0.875,1,0.24,4,-0.31,3,26375.0,False,False,0,0,True,1,0.25,False,False,270,375,280,71
2020/09/26,BEL,9,GStk,6.0,D,7.20,Firenze Fire,28,11,3,2,3,-1,6,-30,3,-2,3,0.17,2,0.875,1,0.19,1,-0.03,2,52800.0,False,False,0,-1,False,11,13.15,True,False,314,217,345,28
2020/09/26,BEL,10,ClmN,8.5,T,6.90,Albie,10,1,0,3,2,-5,5,-2,3,-5,13,0.06,3,0.75,9,0.12,9,-0.63,6,3638.75,False,False,-1,1,False,3,4.75,False,False,267,211,330,42
2020/10/30,BEL,1,MSW,6.0,D,6.70,Highway Bound,1,0,0,0,2,-23,2,-23,2,-23,4,0.16,1,0.0,3,0.17,6,-0.61,2,471.0,False,False,0,-1,False,9,28.00,False,False,397,350,416,33
2020/10/30,BEL,2,ClmN,7.0,T,17.40,Dubai Bobby,8,1,0,1,12,-11,2,-1,10,-10,9,0.15,5,0.625,14,0.06,5,-0.10,13,2119.25,False,False,-1,0,False,6,5.00,True,False,333,281,411,29
2020/10/30,BEL,3,MCL,6.5,D,16.60,Lucky Sitka,0,,,,7,,6,,7,,2,0.19,,,5,0.17,4,-0.65,7,,,,,,,,,False,,331,338,371,
2020/10/30,BEL,4,MSW,8.5,T,27.00,Gray Destiny,0,,,,12,,10,,12,,6,0.17,,,3,0.2,13,-0.77,12,,,,,,,,,False,,298,249,340,
2020/10/30,BEL,5,CLM,6.5,D,10.80,Deep Sea,35,8,8,2,1,3,5,-15,4,-9,2,0.19,7,0.25,1,0.23,9,-0.54,3,4425.222222222223,False,False,0,1,False,6,6.60,False,False,357,250,392,35
2020/10/30,BEL,6,MSW,8.5,D,2.70,Wasp,1,0,1,0,1,13,1,12,1,5,1,0.24,1,1.0,1,0.21,1,-0.28,1,10400.0,False,False,0,1,False,2,0.25,False,False,386,336,363,26
