2020/11/27,AQU,9,STK,8.5,T,9.80,Feel Glorious (GB),18,5,3,3,2,-1,2,-3,2,-3,3,0.15,13,0.125,3,0.21,13,-0.86,4,21350.0,False,False,0,False,4,2.25,False,False,273,380,280,33
2020/11/27,AQU,10,MCL,8.5,T,6.60,Lokoya Road,5,0,0,1,2,-1,2,-4,4,-3,10,0.11,7,0.4,2,0.22,11,-0.76,5,2412.0,False,False,0,False,3,2.00,False,False,386,334,410,35
2020/11/29,AQU,1,MSW,6.0,D,4.50,Instinctive Rhythm,4,0,2,2,2,-2,1,5,1,3,1,0.16,1,1.0,1,0.21,5,-0.37,2,9975.0,True,False,0,False,2,1.00,False,False,407,264,472,29
2020/11/29,AQU,2,MSW,6.0,T,7.30,Perfect Munnings,0,,,,7,,7,,7,,1,0.19,,,4,0.21,2,-0.17,7,,,,,,,,False,,413,314,420,
2020/11/29,AQU,3,ALW,11.0,T,7.90,Bakers Bay,7,1,0,2,6,-7,1,0,4,-4,3,0.15,2,0.5714285714285714,1,0.24,1,,4,14071.8,False,False,0,False,3,3.25,False,False,316,337,379,42
2020/11/29,AQU,4,ALW,8.0,D,6.30,The Sound,2,1,1,0,1,3,4,-10,5,-7,2,0.12,1,1.0,1,0.24,3,-0.40,1,29500.0,False,False,1,True,1,1.00,False,False,372,322,408,29
2020/11/29,AQU,5,MSW,6.5,D,17.20,Miss Brazil,1,0,0,1,2,-16,2,-16,2,-16,4,0.12,1,1.0,8,0.08,6,-0.34,3,9600.0,False,False,0,False,3,4.75,False,False,317,282,360,35
2020/11/29,AQU,7,STK,6.0,T,4.50,Lead Guitar,10,5,2,1,1,0,2,-1,2,-2,2,0.16,8,0.625,1,0.21,10,-0.62,1,26046.333333333332,False,False,0,True,1,0.75,False,False,380,317,422,43
2020/11/29,AQU,8,GStk,6.0,D,5.20,Share the Ride,19,7,3,4,1,5,1,1,1,0,1,0.19,4,0.75,6,0.1,7,-0.72,2,21875.0,False,False,1,True,1,7.50,False,False,416,287,448,11
2020/11/29,AQU,9,STK,8.5,T,4.20,Lovestruck,1,1,0,0,1,3,4,-5,4,-5,4,0.15,12,0.0,6,0.16,10,-0.63,1,39600.0,False,False,1,False,1,1.00,False,False,381,307,423,83
